Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,53.880001068115234,54.380001068115234,53.34000015258789,53.59000015258789,52.03242111206055,3579700
2017-01-04,53.720001220703125,54.18000030517578,53.099998474121094,54.11000061035156,52.537322998046875,3316300
2017-01-05,54.13999938964844,54.16999816894531,53.599998474121094,53.93000030517578,52.36254119873047,2469100
2017-01-06,53.849998474121094,54.720001220703125,53.72999954223633,54.099998474121094,52.527610778808594,2845800
2017-01-09,54.09000015258789,54.349998474121094,53.38999938964844,53.95000076293945,52.381961822509766,2123300
2017-01-10,54.029998779296875,54.290000915527344,53.689998626708984,53.93000030517578,52.36254119873047,2087100
2017-01-11,53.84000015258789,54.11000061035156,52.709999084472656,53.310001373291016,51.76057052612305,3400500
2017-01-12,53.09000015258789,53.58000183105469,53.029998779296875,53.38999938964844,51.83823776245117,1513600
2017-01-13,53.54999923706055,53.880001068115234,53.349998474121094,53.7400016784668,52.17807388305664,2458700
2017-01-17,53.5,53.68000030517578,52.93000030517578,53.220001220703125,51.67319107055664,2213400
2017-01-18,53.38999938964844,54.0099983215332,53.040000915527344,53.29999923706055,51.853153228759766,3199900
2017-01-19,53.29999923706055,53.619998931884766,53.119998931884766,53.5,52.047733306884766,2902500
2017-01-20,53.630001068115234,54.38999938964844,53.599998474121094,53.970001220703125,52.504974365234375,3573500
2017-01-23,53.650001525878906,54.0,53.59000015258789,53.75,52.290950775146484,2978600
2017-01-24,53.75,53.9900016784668,53.459999084472656,53.779998779296875,52.320125579833984,2490900
2017-01-25,54.099998474121094,54.290000915527344,53.72999954223633,54.0,52.53415298461914,5709100
2017-01-26,53.630001068115234,54.439998626708984,53.59000015258789,53.84000015258789,52.378501892089844,2272000
2017-01-27,54.09000015258789,54.720001220703125,53.970001220703125,54.650001525878906,53.16651153564453,2326800
2017-01-30,54.38999938964844,54.5099983215332,53.869998931884766,54.27000045776367,52.79682922363281,2317100
2017-01-31,54.0099983215332,54.970001220703125,53.79999923706055,54.939998626708984,53.44863510131836,3616500
2017-02-01,54.93000030517578,55.349998474121094,54.619998931884766,55.31999969482422,53.81832504272461,2492100
2017-02-02,55.0099983215332,55.720001220703125,54.720001220703125,55.70000076293945,54.18800354003906,2723000
2017-02-03,55.849998474121094,56.06999969482422,55.529998779296875,55.91999816894531,54.40203857421875,2309400
2017-02-06,55.65999984741211,55.849998474121094,55.41999816894531,55.77000045776367,54.2561149597168,2894300
2017-02-07,56.11000061035156,56.31999969482422,55.689998626708984,55.97999954223633,54.46040344238281,2402700
2017-02-08,55.970001220703125,56.31999969482422,55.72999954223633,55.959999084472656,54.44095993041992,2888900
2017-02-09,55.959999084472656,56.5,55.90999984741211,55.959999084472656,54.44095993041992,2655800
2017-02-10,56.0,56.09000015258789,55.54999923706055,55.72999954223633,54.217201232910156,6160900
2017-02-13,54.5,55.4900016784668,54.45000076293945,55.13999938964844,53.64321517944336,5636000
2017-02-14,55.13999938964844,55.2599983215332,54.790000915527344,55.02000045776367,53.52647018432617,5216300
2017-02-15,54.790000915527344,55.310001373291016,54.20000076293945,55.150001525878906,53.65293884277344,5639900
2017-02-16,54.689998626708984,54.880001068115234,52.0,52.779998779296875,51.34727478027344,12881800
2017-02-17,53.0099983215332,53.52000045776367,52.31999969482422,52.5099983215332,51.08460235595703,8167500
2017-02-21,52.4900016784668,53.65999984741211,52.34000015258789,53.470001220703125,52.01853561401367,5931400
2017-02-22,52.86000061035156,53.540000915527344,52.72999954223633,53.380001068115234,51.930992126464844,3595600
2017-02-23,53.5,53.790000915527344,53.2599983215332,53.58000183105469,52.12556076049805,4673400
2017-02-24,53.529998779296875,53.90999984741211,53.20000076293945,53.880001068115234,52.41741943359375,4819700
2017-02-27,53.849998474121094,54.18000030517578,53.54999923706055,53.83000183105469,52.36876678466797,4220600
2017-02-28,53.459999084472656,53.970001220703125,53.2400016784668,53.310001373291016,51.86288833618164,4106300
2017-03-01,53.72999954223633,54.08000183105469,53.54999923706055,53.88999938964844,52.427146911621094,3581100
2017-03-02,54.0,54.08000183105469,53.310001373291016,53.369998931884766,51.92125701904297,3299900
2017-03-03,53.34000015258789,53.720001220703125,53.25,53.41999816894531,51.96989822387695,2483600
2017-03-06,53.0099983215332,53.33000183105469,52.880001068115234,53.08000183105469,51.63914108276367,1832300
2017-03-07,52.86000061035156,53.380001068115234,52.63999938964844,53.06999969482422,51.629398345947266,2763200
2017-03-08,53.02000045776367,53.40999984741211,52.790000915527344,53.0,51.56130599975586,2095300
2017-03-09,53.04999923706055,53.720001220703125,52.90999984741211,53.689998626708984,52.232566833496094,3188000
2017-03-10,53.70000076293945,53.7599983215332,53.20000076293945,53.34000015258789,51.89208221435547,2833500
2017-03-13,53.33000183105469,53.630001068115234,53.2400016784668,53.560001373291016,52.10609817504883,2297800
2017-03-14,53.33000183105469,53.54999923706055,53.060001373291016,53.41999816894531,51.96989822387695,2277500
2017-03-15,53.38999938964844,54.38999938964844,53.38999938964844,54.279998779296875,52.80655288696289,2926100
2017-03-16,54.47999954223633,54.47999954223633,54.099998474121094,54.43000030517578,52.95248031616211,3245900
2017-03-17,54.619998931884766,54.81999969482422,53.849998474121094,54.0,52.53415298461914,4510200
2017-03-20,54.040000915527344,54.45000076293945,53.83000183105469,54.279998779296875,52.80655288696289,2180600
2017-03-21,54.470001220703125,54.790000915527344,53.2400016784668,53.38999938964844,51.94071960449219,3008300
2017-03-22,53.400001525878906,53.95000076293945,53.2400016784668,53.869998931884766,52.407691955566406,3276800
2017-03-23,53.88999938964844,54.189998626708984,53.599998474121094,53.79999923706055,52.3395881652832,3015600
2017-03-24,53.849998474121094,54.209999084472656,53.59000015258789,53.849998474121094,52.38822555541992,2384000
2017-03-27,53.4900016784668,54.16999816894531,53.400001525878906,53.970001220703125,52.504974365234375,3168400
2017-03-28,53.810001373291016,54.310001373291016,53.689998626708984,54.15999984741211,52.689815521240234,2328200
2017-03-29,54.040000915527344,54.27000045776367,53.720001220703125,53.81999969482422,52.359039306640625,2269900
2017-03-30,53.81999969482422,53.81999969482422,53.25,53.470001220703125,52.01853561401367,2697500
2017-03-31,52.97999954223633,53.650001525878906,52.97999954223633,53.369998931884766,51.92125701904297,3163800
2017-04-03,53.349998474121094,53.45000076293945,52.81999969482422,53.16999816894531,51.72669219970703,2806500
2017-04-04,53.06999969482422,53.16999816894531,52.369998931884766,52.650001525878906,51.32215118408203,3001600
2017-04-05,52.7400016784668,53.33000183105469,52.619998931884766,52.66999816894531,51.341651916503906,3762900
2017-04-06,52.68000030517578,52.7599983215332,52.25,52.66999816894531,51.341651916503906,4210500
2017-04-07,52.58000183105469,52.7599983215332,52.369998931884766,52.540000915527344,51.214942932128906,2218700
2017-04-10,52.599998474121094,53.060001373291016,52.470001220703125,52.7400016784668,51.40989685058594,1772300
2017-04-11,52.56999969482422,52.86000061035156,52.36000061035156,52.849998474121094,51.51710510253906,1976400
2017-04-12,52.56999969482422,53.22999954223633,52.529998779296875,53.220001220703125,51.87778091430664,2764500
2017-04-13,53.11000061035156,53.36000061035156,52.959999084472656,53.099998474121094,51.76080322265625,2104900
2017-04-17,53.09000015258789,53.56999969482422,53.0,53.5,52.15071105957031,1975300
2017-04-18,53.20000076293945,53.63999938964844,53.04999923706055,53.54999923706055,52.19944763183594,2194400
2017-04-19,53.720001220703125,54.189998626708984,53.63999938964844,53.849998474121094,52.49189376831055,4102700
2017-04-20,53.9900016784668,54.459999084472656,53.650001525878906,54.290000915527344,52.92078399658203,2232800
2017-04-21,54.22999954223633,54.380001068115234,54.0,54.189998626708984,52.82331466674805,2124700
2017-04-24,54.68000030517578,55.150001525878906,54.59000015258789,54.9900016784668,53.6031379699707,2770600
2017-04-25,55.119998931884766,55.15999984741211,54.70000076293945,55.119998931884766,53.729862213134766,4346100
2017-04-26,55.150001525878906,55.68000030517578,55.08000183105469,55.56999969482422,54.168514251708984,2665800
2017-04-27,55.65999984741211,56.650001525878906,55.52000045776367,56.459999084472656,55.036067962646484,2986400
2017-04-28,56.459999084472656,56.619998931884766,56.08000183105469,56.11000061035156,54.69490051269531,3341800
2017-05-01,56.13999938964844,56.560001373291016,56.029998779296875,56.279998779296875,54.86061096191406,3607800
2017-05-02,56.290000915527344,56.529998779296875,55.88999938964844,56.470001220703125,55.04581832885742,3728600
2017-05-03,56.09000015258789,56.400001525878906,55.5,55.59000015258789,54.1879997253418,5795900
2017-05-04,55.47999954223633,59.599998474121094,55.47999954223633,58.869998931884766,57.385276794433594,6923200
2017-05-05,58.7599983215332,59.61000061035156,58.47999954223633,59.470001220703125,57.970157623291016,6896000
2017-05-08,59.38999938964844,59.7400016784668,58.29999923706055,58.810001373291016,57.32679748535156,3160700
2017-05-09,58.79999923706055,59.689998626708984,58.54999923706055,59.43000030517578,57.93115997314453,3130500
2017-05-10,58.9900016784668,60.130001068115234,58.9900016784668,59.900001525878906,58.389305114746094,4052800
2017-05-11,59.68000030517578,59.88999938964844,59.25,59.720001220703125,58.21384048461914,3175500
2017-05-12,60.029998779296875,60.189998626708984,59.56999969482422,59.880001068115234,58.369808197021484,3425100
2017-05-15,59.77000045776367,60.06999969482422,59.560001373291016,60.0,58.486778259277344,2319400
2017-05-16,60.2400016784668,60.380001068115234,59.900001525878906,60.33000183105469,58.8084602355957,1816300
2017-05-17,60.33000183105469,60.33000183105469,59.689998626708984,59.72999954223633,58.22359848022461,2397600
2017-05-18,59.72999954223633,60.290000915527344,59.61000061035156,59.90999984741211,58.3990592956543,1583700
2017-05-19,59.97999954223633,60.61000061035156,59.939998626708984,60.310001373291016,58.788970947265625,2567700
2017-05-22,60.38999938964844,60.880001068115234,60.279998779296875,60.310001373291016,58.788970947265625,3117300
